id,date,store_nbr,item_nbr,unit_sales,onpromotion
65870,2013-01-03,33,428054,6.0,
53899,2013-01-03,12,1084437,16.0,
85944,2013-01-04,4,471980,6.0,
81988,2013-01-03,54,502227,1.0,
70040,2013-01-03,39,457727,1.0,
67521,2013-01-03,35,838408,3.0,
21587,2013-01-02,27,311954,1.0,
35295,2013-01-02,46,564534,51.0,
90249,2013-01-04,8,633997,1.679,
47810,2013-01-03,6,457424,13.0,
49859,2013-01-03,8,360703,12.0,
55684,2013-01-03,15,800958,1.0,
70215,2013-01-03,39,664537,7.0,
71541,2013-01-03,41,414752,8.0,
14423,2013-01-02,15,522721,3.0,
30004,2013-01-02,39,1017349,4.215,
4508,2013-01-02,4,724359,7.0,
95754,2013-01-04,15,805311,5.0,
53249,2013-01-03,12,115720,1.0,
6324,2013-01-02,6,411555,5.0,
40606,2013-01-02,51,114790,6.0,
72538,2013-01-03,43,844795,9.0,
24864,2013-01-02,32,770456,4.0,
44457,2013-01-03,3,268834,9.0,
96452,2013-01-04,16,830797,3.0,
73939,2013-01-03,44,1109389,20.0,
35460,2013-01-02,46,743496,10.0,
80190,2013-01-03,50,664543,11.0,
65902,2013-01-03,33,464940,1.0,
60291,2013-01-03,24,749720,17.0,
29781,2013-01-02,39,764438,5.0,
53287,2013-01-03,12,168931,10.0,
19452,2013-01-02,24,812769,4.0,
89256,2013-01-04,7,723184,12.0,
39706,2013-01-02,50,319095,7.0,
93193,2013-01-04,11,1016067,3.0,
14215,2013-01-02,15,264299,20.0,
64142,2013-01-03,30,765519,1.0,
78873,2013-01-03,49,413987,7.0,
67399,2013-01-03,35,564287,3.0,
487,2013-01-01,25,968432,8.0,
12346,2013-01-02,12,504457,7.0,
74047,2013-01-03,45,176411,3.0,
9022,2013-01-02,8,843610,5.0,
41089,2013-01-02,51,584076,32.231,
15741,2013-01-02,17,364606,73.0,
14463,2013-01-02,15,584123,1.23,
92523,2013-01-04,11,257847,2.0,
86806,2013-01-04,5,329071,4.0,
56158,2013-01-03,16,404334,1.0,
87439,2013-01-04,5,1003679,7.0,
51262,2013-01-03,9,686034,2.0,
29915,2013-01-02,39,892076,8.0,
33883,2013-01-02,45,372924,19.0,
68175,2013-01-03,37,570870,1.0,
20072,2013-01-02,25,414305,4.0,
49785,2013-01-03,8,305345,8.0,
30293,2013-01-02,40,352513,1.0,
32236,2013-01-02,43,1047696,20.0,
94364,2013-01-04,13,687549,1.0,
88168,2013-01-04,6,679604,2.0,
35494,2013-01-02,46,781797,7.0,
46655,2013-01-03,5,323013,24.0,
24483,2013-01-02,31,1065599,3.059,
40560,2013-01-02,50,1090401,4.0,
88718,2013-01-04,7,155601,2.0,
70848,2013-01-03,40,414455,1.0,
96971,2013-01-04,17,514757,2.0,
67837,2013-01-03,37,257847,3.0,
26760,2013-01-02,35,414421,8.0,
39134,2013-01-02,49,868529,25.0,
88899,2013-01-04,7,318935,7.0,
95916,2013-01-04,15,1037845,6.0,
54661,2013-01-03,14,264751,6.0,
82084,2013-01-03,54,671066,3.0,
42035,2013-01-02,54,770456,3.0,
20278,2013-01-02,25,692104,4.0,
70754,2013-01-03,40,268440,12.0,
80204,2013-01-03,50,671699,0.426,
15937,2013-01-02,17,645294,1.0,
30554,2013-01-02,40,793346,9.0,
59920,2013-01-03,24,319094,3.0,
79128,2013-01-03,49,683721,3.0,
80503,2013-01-03,50,939207,24.0,
7123,2013-01-02,7,108952,2.0,
85196,2013-01-04,3,847859,66.0,
95539,2013-01-04,15,421066,3.0,
63421,2013-01-03,28,660311,3.0,
57669,2013-01-03,18,454416,5.0,
2371,2013-01-02,2,844019,3.711,
88890,2013-01-04,7,315279,2.0,
8849,2013-01-02,8,699687,14.316,
93605,2013-01-04,12,517905,4.0,
59339,2013-01-03,23,740714,1.0,
31206,2013-01-02,41,583868,4.986,
16929,2013-01-02,18,812769,1.0,
43759,2013-01-03,2,634015,13.218,
96265,2013-01-04,16,467808,8.0,
29321,2013-01-02,39,262991,11.0,
49078,2013-01-03,7,639586,9.0,
95573,2013-01-04,15,467808,17.0,
78584,2013-01-03,49,119026,19.0,
99405,2013-01-04,23,851982,9.0,
62937,2013-01-03,27,1047698,3.0,
36686,2013-01-02,47,765520,4.0,
44141,2013-01-03,2,1037838,1.0,
31167,2013-01-02,41,557305,7.0,
20352,2013-01-02,25,812757,6.0,
17091,2013-01-02,18,968936,2.0,
24157,2013-01-02,31,622958,11.0,
50303,2013-01-03,8,812726,1.0,
42696,2013-01-03,1,567787,2.0,
12479,2013-01-02,12,716250,1.0,
4578,2013-01-02,4,804974,15.0,
17599,2013-01-02,19,692537,8.0,
78735,2013-01-03,49,273528,4.0,
64645,2013-01-03,31,472658,1.0,
21165,2013-01-02,26,838215,1.0,
31685,2013-01-02,43,108079,1.0,
4664,2013-01-02,4,852110,12.0,
75299,2013-01-03,46,252972,17.0,
5719,2013-01-02,5,867850,6.0,
39775,2013-01-02,50,376194,9.0,
70748,2013-01-03,40,265237,8.0,
398,2013-01-01,25,839362,6.0,
64518,2013-01-03,31,320682,48.0,
61802,2013-01-03,26,564288,6.0,
33082,2013-01-02,44,812716,4.0,
69749,2013-01-03,39,155610,7.0,
3848,2013-01-02,3,1084417,4.0,
16577,2013-01-02,18,374464,8.0,
12977,2013-01-02,13,410257,14.0,
24638,2013-01-02,32,268834,1.0,
23843,2013-01-02,31,223136,17.0,
62667,2013-01-03,27,736128,4.0,
74220,2013-01-03,45,320682,116.0,
23323,2013-01-02,30,358561,3.0,
53215,2013-01-03,11,1091370,2.0,
46186,2013-01-03,4,881912,3.0,
62234,2013-01-03,27,158680,1.0,
5374,2013-01-02,5,513853,3.0,
10291,2013-01-02,9,1024975,33.0,
71374,2013-01-03,41,213652,2.0,
13048,2013-01-02,13,514730,13.0,
25837,2013-01-02,34,208659,3.0,
24850,2013-01-02,32,749720,5.0,
96444,2013-01-04,16,821186,1.0,
44947,2013-01-03,3,749421,9.0,
54940,2013-01-03,14,686036,4.0,
33771,2013-01-02,45,305229,84.0,
60620,2013-01-03,24,1047757,2.0,
88986,2013-01-04,7,414305,14.0,
92577,2013-01-04,11,308924,5.0,
71394,2013-01-03,41,252972,4.0,
9035,2013-01-02,8,849098,10.0,
9234,2013-01-02,8,1012788,3.0,
26821,2013-01-02,35,522941,1.0,
96492,2013-01-04,16,866927,8.0,
44207,2013-01-03,2,1072173,2.0,
7756,2013-01-02,7,771156,12.0,
17654,2013-01-02,19,819933,1.0,
98466,2013-01-04,19,581078,13.0,
60785,2013-01-03,25,211206,1.0,
31727,2013-01-02,43,162066,5.0,
70370,2013-01-03,39,843585,16.0,
77645,2013-01-03,48,265258,6.0,
90395,2013-01-04,8,799461,2.0,
95926,2013-01-04,15,1047681,18.0,
90230,2013-01-04,8,587069,13.0,
93248,2013-01-04,11,1057034,2.0,
12925,2013-01-02,13,329071,16.0,
76967,2013-01-03,47,741201,34.0,
94184,2013-01-04,13,371130,9.0,
41268,2013-01-02,51,812725,26.0,
50088,2013-01-03,8,570917,8.0,
46020,2013-01-03,4,740714,4.0,
27107,2013-01-02,35,1078288,9.0,
58093,2013-01-03,18,1017349,5.19,
4568,2013-01-02,4,795612,9.0,
13848,2013-01-02,14,760319,19.94,
39719,2013-01-02,50,355090,8.0,
5551,2013-01-02,5,724359,3.0,
46407,2013-01-03,4,1101724,7.0,
62141,2013-01-03,26,1057034,4.0,
42117,2013-01-02,54,885543,52.0,
46317,2013-01-03,4,1038946,4.0,
96854,2013-01-04,17,358231,6.0,
33873,2013-01-02,45,368628,5.0,
90669,2013-01-04,8,1009946,4.0,
22496,2013-01-02,28,315176,66.0,
75416,2013-01-03,46,357963,6.0,
88643,2013-01-04,6,1092061,1.0,
62283,2013-01-03,27,220435,25.0,
32420,2013-01-02,44,212552,10.0,
87349,2013-01-04,5,890374,1.0,
29233,2013-01-02,39,161288,8.0,
21192,2013-01-02,26,848953,5.0,
44090,2013-01-03,2,956013,14.0,
78688,2013-01-03,49,246052,2.0,
43275,2013-01-03,2,155607,1.0,
43273,2013-01-03,2,155600,2.0,
19185,2013-01-02,24,507927,6.0,
78197,2013-01-03,48,838842,1.0,
81841,2013-01-03,54,258396,7.0,
54456,2013-01-03,13,956012,3.0,
61793,2013-01-03,26,559044,2.0,
62183,2013-01-03,26,1104599,1.0,
87254,2013-01-04,5,839367,3.0,
19375,2013-01-02,24,723184,8.0,
51916,2013-01-03,10,454413,16.0,
82660,2013-01-04,1,414354,4.0,
72490,2013-01-03,43,769312,6.0,
39283,2013-01-02,49,1003679,6.0,
32885,2013-01-02,44,586911,2.0,
92481,2013-01-04,11,208699,2.0,
3700,2013-01-02,3,956011,2.0,
24824,2013-01-02,32,664539,4.0,
62416,2013-01-03,27,378330,3.0,
75392,2013-01-03,46,318787,5.0,
47021,2013-01-03,5,757888,19.0,
60479,2013-01-03,24,911989,4.0,
49471,2013-01-03,7,1047709,3.0,
25514,2013-01-02,33,800958,8.0,
20206,2013-01-02,25,583968,1.1,
10424,2013-01-02,10,114790,4.0,
92980,2013-01-04,11,769314,21.0,
67510,2013-01-03,35,819194,2.0,
68570,2013-01-03,37,958514,1.0,
90903,2013-01-04,9,179579,1.0,
14771,2013-01-02,15,1071928,40.0,
38831,2013-01-02,49,584026,3.254,
98101,2013-01-04,18,1047695,5.0,
50132,2013-01-03,8,603255,10.0,
58299,2013-01-03,19,269084,2.0,
37104,2013-01-02,47,1079220,6.0,
61211,2013-01-03,25,804503,2.0,
9197,2013-01-02,8,968937,6.0,
64605,2013-01-03,31,422452,7.0,
86917,2013-01-04,5,459762,3.0,
86842,2013-01-04,5,368213,1.0,
19007,2013-01-02,24,315179,42.0,
70550,2013-01-03,39,1047681,8.0,
80099,2013-01-03,50,562568,22.0,
52042,2013-01-03,10,641042,4.0,
75708,2013-01-03,46,636846,1.0,
1458,2013-01-02,1,1001305,2.0,
67723,2013-01-03,37,119624,5.0,
70381,2013-01-03,39,850334,1.0,
47895,2013-01-03,6,522721,5.0,
2428,2013-01-02,2,881912,2.0,
63054,2013-01-03,28,158956,7.0,
49552,2013-01-03,7,1105212,30.0,
48247,2013-01-03,6,867850,3.0,
15666,2013-01-02,17,273528,36.0,
41903,2013-01-02,54,514597,1.0,
85908,2013-01-04,4,456870,4.0,
15057,2013-01-02,16,417763,18.0,
85110,2013-01-04,3,802832,21.0,
28945,2013-01-02,38,874990,3.0,
42798,2013-01-03,1,699703,2.065,
91995,2013-01-04,10,457574,9.691,
54866,2013-01-03,14,564287,34.0,
8938,2013-01-02,8,801934,3.0,
16421,2013-01-02,18,257847,15.0,
90026,2013-01-04,8,414353,22.0,
23211,2013-01-02,30,205381,11.0,
28243,2013-01-02,38,129297,4.0,
43490,2013-01-03,2,360704,3.0,
14668,2013-01-02,15,902202,2.0,
62436,2013-01-03,27,413987,4.0,
56483,2013-01-03,16,875604,4.0,
52629,2013-01-03,11,417835,1.0,
78165,2013-01-03,48,813167,5.0,
61200,2013-01-03,25,793341,1.0,
56710,2013-01-03,17,208699,4.0,
51126,2013-01-03,9,522383,2.0,
373,2013-01-01,25,807493,6.0,
6264,2013-01-02,6,360313,13.0,
8543,2013-01-02,8,407769,7.0,
81014,2013-01-03,51,407499,36.0,
44005,2013-01-03,2,881911,9.0,
95454,2013-01-04,15,315474,28.0,
68801,2013-01-03,38,165551,4.0,
50783,2013-01-03,9,205381,6.0,
7110,2013-01-02,7,105574,19.0,
15035,2013-01-02,16,404332,2.0,
51260,2013-01-03,9,683722,3.0,
35124,2013-01-02,46,402174,12.0,
68437,2013-01-03,37,850334,8.0,
94361,2013-01-04,13,686034,1.0,
58622,2013-01-03,19,839363,9.0,
36849,2013-01-02,47,872310,1.0,
17486,2013-01-02,19,510054,22.0,
98481,2013-01-04,19,608035,4.0,
94072,2013-01-04,13,222879,10.0,
68634,2013-01-03,37,1047682,6.0,
14448,2013-01-02,15,570917,2.0,
61095,2013-01-03,25,617092,3.0,
47432,2013-01-03,6,106716,13.0,
47844,2013-01-03,6,470760,4.0,
34697,2013-01-02,45,1062927,4.0,
47474,2013-01-03,6,129296,7.0,
6219,2013-01-02,6,315180,37.0,
61184,2013-01-03,25,762405,7.0,
70163,2013-01-03,39,581078,16.0,
61523,2013-01-03,26,127534,3.0,
27614,2013-01-02,37,567623,32.0,
17062,2013-01-02,18,939129,20.0,
63809,2013-01-03,30,114799,3.0,
57140,2013-01-03,17,841570,11.0,
64632,2013-01-03,31,464356,7.0,
95236,2013-01-04,14,1047394,2.0,
85267,2013-01-04,3,890374,2.0,
47250,2013-01-03,5,949296,11.0,
93385,2013-01-04,12,215331,9.0,
81425,2013-01-03,51,843589,1.0,
70094,2013-01-03,39,514149,1.0,
40155,2013-01-02,50,789905,13.0,
44930,2013-01-03,3,724498,32.0,
64452,2013-01-03,31,255199,2.0,
70401,2013-01-03,39,865155,1.0,
46206,2013-01-03,4,903286,31.564,
60869,2013-01-03,25,315178,9.0,
67241,2013-01-03,35,265559,14.0,
69607,2013-01-03,38,1046272,3.0,
21333,2013-01-02,26,1047685,3.0,
45146,2013-01-03,3,888689,2.0,
91809,2013-01-04,10,165594,2.0,
28818,2013-01-02,38,793345,2.0,
78107,2013-01-03,48,758861,8.0,
93981,2013-01-04,12,1101724,3.0,
14441,2013-01-02,15,564533,46.0,
24323,2013-01-02,31,853196,4.0,
94017,2013-01-04,13,122425,4.0,
65360,2013-01-03,32,559870,37.0,
17001,2013-01-02,18,864511,2.0,
87673,2013-01-04,6,205486,3.0,
45025,2013-01-03,3,819231,3.003,
38659,2013-01-02,49,416252,3.0,
59385,2013-01-03,23,802831,3.0,
63880,2013-01-03,30,258376,3.0,
18400,2013-01-02,23,699745,10.204,
91418,2013-01-04,9,770453,9.0,
11689,2013-01-02,11,759694,1.0,
40620,2013-01-02,51,119024,13.0,
86251,2013-01-04,4,838409,4.0,
20412,2013-01-02,25,850542,1.0,
8317,2013-01-02,8,214859,5.0,
77103,2013-01-03,47,843610,15.0,
88224,2013-01-04,6,757888,5.0,
59445,2013-01-03,23,849941,1.448,
29064,2013-01-02,38,1009997,12.0,
33558,2013-01-02,45,108786,23.0,
379,2013-01-01,25,819194,2.0,
89977,2013-01-04,8,365140,13.0,
62084,2013-01-03,26,953427,6.0,
64396,2013-01-03,31,158680,1.0,
67676,2013-01-03,35,1101724,11.0,
79659,2013-01-03,50,119624,5.0,
35769,2013-01-02,46,977007,13.0,
25749,2013-01-02,34,103665,2.0,
36074,2013-01-02,47,208659,9.0,
85710,2013-01-04,4,264299,5.0,
27380,2013-01-02,37,320682,84.0,
83570,2013-01-04,2,358519,4.0,
66373,2013-01-03,34,157956,1.0,
58222,2013-01-03,19,123927,2.0,
948,2013-01-02,1,463901,5.0,
97137,2013-01-04,17,801934,2.0,
43948,2013-01-03,2,843610,1.0,
54609,2013-01-03,14,172343,11.0,
94343,2013-01-04,13,645294,3.0,
53637,2013-01-03,12,716245,2.0,
82908,2013-01-04,1,732006,2.0,
96522,2013-01-04,16,907671,2.0,
32829,2013-01-02,44,564274,8.0,
18024,2013-01-02,23,265258,3.0,
85551,2013-01-04,4,105577,2.0,
32459,2013-01-02,44,255161,3.0,
58631,2013-01-03,19,843585,2.0,
85102,2013-01-04,3,795612,14.0,
70797,2013-01-03,40,346066,1.0,
33963,2013-01-02,45,462673,4.0,
60023,2013-01-03,24,418025,3.0,
94637,2013-01-04,14,115892,5.0,
58145,2013-01-03,18,1057491,5.0,
46961,2013-01-03,5,671076,7.0,
96639,2013-01-04,16,1084437,2.0,
34015,2013-01-02,45,510054,73.0,
81378,2013-01-03,51,819195,7.0,
88876,2013-01-04,7,312324,9.0,
36172,2013-01-02,47,302995,4.0,
48333,2013-01-03,6,939207,22.0,
14536,2013-01-02,15,749729,5.0,
57397,2013-01-03,18,155500,7.0,
82218,2013-01-03,54,888763,1.0,
96462,2013-01-04,16,839363,5.0,
88316,2013-01-04,6,838832,7.0,
47772,2013-01-03,6,411487,17.0,
78825,2013-01-03,49,364738,123.0,
11652,2013-01-02,11,698642,14.0,
37366,2013-01-02,48,275823,36.0,
81393,2013-01-03,51,830749,1.0,
94723,2013-01-04,14,260628,10.0,
58155,2013-01-03,18,1080021,8.0,
42119,2013-01-02,54,888763,1.0,
43956,2013-01-03,2,848765,5.0,
50586,2013-01-03,8,1047681,8.0,
39576,2013-01-02,50,214862,4.0,
37186,2013-01-02,48,114790,42.0,
93711,2013-01-04,12,716245,1.0,
92702,2013-01-04,11,414454,6.0,
19438,2013-01-02,24,802832,11.0,
17590,2013-01-02,19,671076,4.0,
68245,2013-01-03,37,660502,6.0,
76343,2013-01-03,47,158680,13.0,
65376,2013-01-03,32,581078,3.0,
70829,2013-01-03,40,401911,3.0,
25690,2013-01-02,33,1047773,46.0,
32984,2013-01-02,44,716241,6.0,
22910,2013-01-02,28,843585,1.0,
65575,2013-01-03,32,991331,3.0,
61496,2013-01-03,26,106716,2.0,
81869,2013-01-03,54,308766,1.0,
84987,2013-01-04,3,671051,12.0,
14724,2013-01-02,15,1009512,1.0,
57610,2013-01-03,18,368624,2.0,
74061,2013-01-03,45,208514,9.0,
6271,2013-01-02,6,363049,11.0,
16183,2013-01-02,17,985824,11.0,
13433,2013-01-02,14,115894,11.0,
60414,2013-01-03,24,849142,11.0,
87190,2013-01-04,5,793345,1.0,
87907,2013-01-04,6,414421,3.0,
42455,2013-01-03,1,315178,13.0,
81761,2013-01-03,54,115850,3.0,
44806,2013-01-03,3,582865,58.145,
11177,2013-01-02,11,208384,6.0,
76731,2013-01-03,47,507478,21.0,
37414,2013-01-02,48,318787,13.0,
80276,2013-01-03,50,765519,1.0,
96657,2013-01-04,16,1102268,3.0,
16276,2013-01-02,17,1104725,25.0,
16695,2013-01-02,18,514242,12.0,
52259,2013-01-03,10,1047685,8.0,
78063,2013-01-03,48,683720,1.0,
24114,2013-01-02,31,564272,4.0,
40298,2013-01-02,50,877514,24.0,
90254,2013-01-04,8,634015,19.821,
82457,2013-01-04,1,213066,4.0,
63330,2013-01-03,28,517905,1.0,
15618,2013-01-02,17,218728,6.0,
47661,2013-01-03,6,314570,13.0,
20584,2013-01-02,25,1070962,5.0,
51061,2013-01-03,9,463598,4.0,
23156,2013-01-02,30,108786,2.0,
69084,2013-01-03,38,457928,12.368,
80423,2013-01-03,50,872307,5.0,
8181,2013-01-02,7,1109390,3.0,
44172,2013-01-03,2,1047717,7.0,
92597,2013-01-04,11,315320,7.0,
65791,2013-01-03,33,322094,8.0,
46438,2013-01-03,5,112830,1.0,
70491,2013-01-03,39,956014,13.0,
78117,2013-01-03,48,764439,26.0,
88257,2013-01-04,6,795611,4.0,
93560,2013-01-04,12,459804,9.0,
147,2013-01-01,25,361502,4.0,
45828,2013-01-03,4,502227,4.0,
10641,2013-01-02,10,417763,8.0,
69369,2013-01-03,38,805788,2.0,
81560,2013-01-03,51,949511,4.0,
24847,2013-01-02,32,730259,2.0,
89750,2013-01-04,8,165693,9.0,
76728,2013-01-03,47,502331,120.0,
37938,2013-01-02,48,843608,10.0,
2300,2013-01-02,2,807493,77.0,
99842,2013-01-04,24,275826,3.0,
71049,2013-01-03,40,771156,11.0,
92219,2013-01-04,10,868529,4.0,
4673,2013-01-02,4,862454,72.0,
54959,2013-01-03,14,749421,2.0,
61755,2013-01-03,26,507969,20.51,
34131,2013-01-02,45,587069,89.0,
47608,2013-01-03,6,265086,20.0,
15824,2013-01-02,17,464907,5.0,
37036,2013-01-02,47,1045449,6.0,
14519,2013-01-02,15,700610,1.0,
97489,2013-01-04,18,219150,39.0,
56376,2013-01-03,16,759890,3.0,
50972,2013-01-03,9,365264,18.0,
16815,2013-01-02,18,660311,15.0,
10990,2013-01-02,10,987769,8.0,
85437,2013-01-04,3,1047705,5.0,
17052,2013-01-02,18,928477,3.0,
52498,2013-01-03,11,305344,7.0,
3251,2013-01-02,3,577741,17.0,
86954,2013-01-04,5,502331,52.0,
2741,2013-01-02,3,121964,2.0,
21062,2013-01-02,26,673415,2.0,
74875,2013-01-03,45,913964,1.0,
72132,2013-01-03,43,123601,17.0,
73141,2013-01-03,44,460804,1.0,
57463,2013-01-03,18,222975,2.0,
5953,2013-01-02,5,1089820,6.0,
31968,2013-01-02,43,564533,37.0,
56584,2013-01-03,16,1047756,4.0,
16947,2013-01-02,18,838216,14.0,
54597,2013-01-03,14,159242,5.0,
4402,2013-01-02,4,581078,32.0,
15356,2013-01-02,16,864511,1.0,
15790,2013-01-02,17,418025,23.0,
53272,2013-01-03,12,155499,3.0,
29896,2013-01-02,39,875604,20.0,
76091,2013-01-03,46,968432,12.0,
81711,2013-01-03,51,1088002,8.0,
23468,2013-01-02,30,608035,4.0,
67508,2013-01-03,35,812751,6.0,
64731,2013-01-03,31,587069,10.0,
14070,2013-01-02,14,1079257,2.0,
65232,2013-01-03,32,305234,6.0,
78333,2013-01-03,48,938574,13.0,
6877,2013-01-02,6,913968,2.0,
68085,2013-01-03,37,468058,4.0,
46150,2013-01-03,4,850334,2.0,
32478,2013-01-02,44,264300,6.0,
17877,2013-01-02,23,108698,3.0,
6478,2013-01-02,6,564533,38.0,
90645,2013-01-04,8,981655,1.0,
73129,2013-01-03,44,454596,11.0,
82312,2013-01-03,54,1066900,12.0,
8563,2013-01-02,8,414623,15.0,
33265,2013-01-02,44,916885,42.0,
3242,2013-01-02,3,570922,8.0,
8033,2013-01-02,7,1004551,21.0,
72581,2013-01-03,43,902200,10.0,
85832,2013-01-04,4,368213,4.0,
16803,2013-01-02,18,638977,66.0,
59955,2013-01-03,24,362035,14.0,
83858,2013-01-04,2,658608,5.0,
83515,2013-01-04,2,312113,1.0,
57511,2013-01-03,18,275823,3.0,
30390,2013-01-02,40,470760,3.0,
50976,2013-01-03,9,368260,4.0,
4916,2013-01-02,4,1089044,4.0,
66989,2013-01-03,34,939131,3.0,
98520,2013-01-04,19,723184,1.0,
52386,2013-01-03,11,165704,2.0,
45726,2013-01-03,4,371437,8.0,
1853,2013-01-02,2,329071,3.0,
37359,2013-01-02,48,269286,6.0,
95645,2013-01-04,15,578467,2.0,
74484,2013-01-03,45,568133,19.0,
50730,2013-01-03,9,119024,12.0,
51391,2013-01-03,9,841514,20.0,
97259,2013-01-04,17,946671,4.0,
21743,2013-01-02,27,464385,1.0,
12670,2013-01-02,12,987769,6.0,
40485,2013-01-02,50,1047702,8.0,
26735,2013-01-02,35,365139,1.0,
63050,2013-01-03,28,155607,6.0,
40328,2013-01-02,50,907684,8.0,
50999,2013-01-03,9,402175,4.0,
15359,2013-01-02,16,867850,2.0,
88677,2013-01-04,7,108831,6.562,
97308,2013-01-04,17,1037857,4.0,
46878,2013-01-03,5,564287,14.0,
86981,2013-01-04,5,514730,2.0,
6881,2013-01-02,6,916885,18.0,
37609,2013-01-02,48,511397,2.0,
91710,2013-01-04,9,1070962,7.0,
72646,2013-01-03,43,1036320,2.0,
41681,2013-01-02,54,153398,7.0,
53254,2013-01-03,12,116017,12.0,
95947,2013-01-04,15,1052563,11.0,
67973,2013-01-03,37,364606,87.0,
73343,2013-01-03,44,639586,31.0,
17520,2013-01-02,19,559873,3.0,
54804,2013-01-03,14,463816,2.0,
49706,2013-01-03,8,223136,5.0,
56432,2013-01-03,16,838842,16.0,
99025,2013-01-04,23,377978,1.0,
16314,2013-01-02,18,122425,1.0,
19010,2013-01-02,24,315279,1.0,
41092,2013-01-02,51,584099,12.1,
44155,2013-01-03,2,1045449,3.0,
7294,2013-01-02,7,268440,3.0,
41768,2013-01-02,54,279137,1.0,
78030,2013-01-03,48,645294,4.0,
49995,2013-01-03,8,476261,6.0,
35235,2013-01-02,46,510054,157.0,
98486,2013-01-04,19,638977,15.0,
85516,2013-01-04,3,1091366,19.0,
74375,2013-01-03,45,464336,7.0,
45218,2013-01-03,3,949296,7.0,
40371,2013-01-02,50,940585,6.0,
25296,2013-01-02,33,414621,6.0,
96610,2013-01-04,16,1047774,3.0,
96095,2013-01-04,16,253145,1.0,
58883,2013-01-03,23,165693,3.0,
37033,2013-01-02,47,1040170,10.0,
95140,2013-01-04,14,872310,3.0,
60875,2013-01-03,25,315474,2.0,
98674,2013-01-04,19,999547,1.0,
15818,2013-01-02,17,464302,6.0,
45407,2013-01-03,3,1102268,13.0,
18813,2013-01-02,24,115850,5.0,
91513,2013-01-04,9,858872,2.0,
15724,2013-01-02,17,357961,20.0,
70987,2013-01-03,40,645294,1.0,
8492,2013-01-02,8,363889,3.0,
28801,2013-01-02,38,765519,2.0,
89343,2013-01-04,7,827911,5.0,
86956,2013-01-04,5,507478,4.0,
96949,2013-01-04,17,471980,5.0,
19878,2013-01-02,25,168930,9.0,
2225,2013-01-02,2,716250,23.0,
42149,2013-01-02,54,956011,5.0,
27804,2013-01-02,37,793341,3.0,
8856,2013-01-02,8,700610,3.0,
36337,2013-01-02,47,414750,144.0,
20832,2013-01-02,26,364865,2.0,
26653,2013-01-02,35,255161,5.0,
61406,2013-01-03,25,1037856,14.0,
31540,2013-01-02,41,956012,5.0,
36442,2013-01-02,47,518094,36.0,
72200,2013-01-03,43,255199,2.0,
68067,2013-01-03,37,463816,1.0,
43318,2013-01-03,2,208384,21.0,
98105,2013-01-04,18,1047705,1.0,
37870,2013-01-02,48,802832,15.0,
66956,2013-01-03,34,886396,3.0,
64717,2013-01-03,31,581742,5.0,
86471,2013-01-04,4,1047681,34.0,
2417,2013-01-02,2,872310,3.0,
46272,2013-01-03,4,964752,22.0,
63405,2013-01-03,28,623317,4.276,
53244,2013-01-03,12,114778,4.0,
37793,2013-01-02,48,699703,8.923,
63839,2013-01-03,30,164088,1.0,
94034,2013-01-04,13,161288,1.0,
40895,2013-01-02,51,401817,6.0,
54266,2013-01-03,13,608035,4.0,
46168,2013-01-03,4,867850,1.0,
8529,2013-01-02,8,378685,50.0,
80272,2013-01-03,50,762405,4.0,
15217,2013-01-02,16,668753,3.0,
55380,2013-01-03,15,315221,17.0,
49532,2013-01-03,7,1089046,4.0,
87808,2013-01-04,6,317285,11.0,
14170,2013-01-02,15,214381,16.0,
46065,2013-01-03,4,789904,5.0,
52053,2013-01-03,10,671039,2.0,
7323,2013-01-02,7,305344,4.0,
51927,2013-01-03,10,459804,4.0,
96799,2013-01-04,17,279125,1.0,
37527,2013-01-02,48,417765,62.0,
12691,2013-01-02,12,1047396,8.0,
31650,2013-01-02,41,1084881,6.0,
70633,2013-01-03,40,105857,3.0,
92479,2013-01-04,11,208514,7.0,
86986,2013-01-04,5,517905,8.0,
17093,2013-01-02,18,979195,6.0,
29175,2013-01-02,38,1109325,4.0,
92948,2013-01-04,11,740723,1.0,
34342,2013-01-02,45,819228,13.392,
84460,2013-01-04,3,179600,5.0,
85498,2013-01-04,3,1084417,4.0,
72465,2013-01-03,43,716250,2.0,
53200,2013-01-03,11,1084881,2.0,
64113,2013-01-03,30,671062,2.0,
79931,2013-01-03,50,371130,7.0,
57151,2013-01-03,17,844795,6.0,
75894,2013-01-03,46,838217,6.0,
60073,2013-01-03,24,502182,28.0,
63398,2013-01-03,28,594045,1.0,
39031,2013-01-02,49,813769,14.0,
53733,2013-01-03,12,847863,4.0,
56454,2013-01-03,16,849098,5.0,
82951,2013-01-04,1,794245,2.0,
20989,2013-01-02,26,581078,2.0,
91374,2013-01-04,9,716245,2.0,
35231,2013-01-02,46,507958,4.664,
31192,2013-01-02,41,575675,11.0,
53727,2013-01-03,12,843459,7.0,
88369,2013-01-04,6,862213,4.0,
82997,2013-01-04,1,838216,12.0,
16002,2013-01-02,17,759893,19.0,
86215,2013-01-04,4,809882,1.0,
33024,2013-01-02,44,759694,22.0,
55616,2013-01-03,15,655427,4.0,
3593,2013-01-02,3,874990,7.0,
15902,2013-01-02,17,581742,8.0,
69382,2013-01-03,38,819195,7.0,
